interaction_id,date,month_bucket,icp,pain_area,duration_min,score
e1bba2e5-181f-4ae7-b7c5-9c124492cbae,2026-03-12,2026-03,Student,Economy,37,0.85
ea0cc5ec-b669-4bf3-8f96-d212de001791,2026-03-26,2026-03,Family,Economy,16,-0.56
8d76e64e-8c56-487d-ab42-702406b85e14,2026-03-07,2026-03,Family,Right Vehicle,26,0.47
f3f22345-e258-42bc-ab8c-afbdb5a82340,2026-03-12,2026-03,Large Family,Economy,36,-0.64
dc04d367-c7bd-4f54-9efb-92400e98fc48,2026-03-24,2026-03,Large Family,Availability,26,-0.36
acf16752-c19a-45c6-be11-02784b240e50,2026-03-27,2026-03,Business,Availability,39,1.0
2b8ebbef-e62e-456d-967a-ed27ea961167,2026-03-10,2026-03,Family,Right Vehicle,11,0.97
119b5473-571d-406b-a0b6-a75f09e70e99,2026-03-25,2026-03,Couple,Financing,17,-0.17
5310a901-9233-4881-aa03-98771e687937,2026-03-07,2026-03,Student,Availability,30,0.62
cfe1e833-3e8a-41c9-bb36-73cb422fe418,2026-03-22,2026-03,Student,Right Vehicle,25,0.03
ea31e2da-5101-4709-8f80-2d8e2a97e321,2026-03-11,2026-03,Student,Budget,31,-0.56
cb5a59ae-fa49-48e4-a99d-33d1c5e24a1b,2026-03-06,2026-03,Couple,Availability,27,-0.85
89cca2f6-d9e6-4e25-bf03-10e7b888ef95,2026-03-18,2026-03,Business,Availability,20,-0.45
2cb735cf-a630-44bd-91b6-3c99454b7b9b,2026-03-12,2026-03,Family,Financing,15,-0.73
0edb4577-ea4e-447a-9cbb-9c7ad45b0ce7,2026-03-20,2026-03,Family,Financing,35,-0.65
4c49fc22-89ad-442f-a54f-2b362f0e88b8,2026-03-18,2026-03,Business,Financing,38,0.18
c3754885-dd3c-4c11-850d-b9733abb6229,2026-03-01,2026-03,Family,Financing,3,-0.24
5109e295-9afb-4802-a2eb-f476c9e4505c,2026-03-01,2026-03,Couple,Economy,26,-0.06
0a9a9a83-ce3a-4bd9-ba2f-5872f38c2c87,2026-03-02,2026-03,Family,Economy,7,-0.77
bd670f0b-9407-4297-aeab-8872373fd6cd,2026-03-09,2026-03,Low Income,Budget,20,-0.63
c364e3d0-112d-46b4-a0c6-9ca64069c875,2026-03-01,2026-03,Family,Availability,15,-0.47
e0e5afe7-df61-4d5a-9b75-85d6b0d9b70a,2026-03-19,2026-03,Couple,Availability,16,-0.92
c77ba6e2-c73c-48d0-b8c9-04f4aef46d8e,2026-03-24,2026-03,Low Income,Budget,38,0.44
70226bde-590f-4d89-b88a-26ef474140dc,2026-03-25,2026-03,Business,Budget,29,-0.44
7e173f2e-ba72-4234-88ac-a83c492841ef,2026-03-29,2026-03,Large Family,Economy,12,-0.81
8154404d-a430-4cf8-897f-801b95b75a4e,2026-03-17,2026-03,Family,Economy,35,-0.26
3ada4bda-f015-413c-b3b7-85628f09f9fb,2026-03-25,2026-03,Large Family,Budget,23,0.32
4dd1452c-7a99-48d2-abff-d68dfd4169c4,2026-03-10,2026-03,Low Income,Financing,25,-0.58
c65837be-96fb-4932-a40b-fb9386002791,2026-03-05,2026-03,Business,Right Vehicle,2,-0.3
cfa06774-2df0-4c3d-9ff5-e4db51414164,2026-03-10,2026-03,Low Income,Economy,6,0.72
2e9ec023-0504-41ec-be2e-4527ba2b190b,2026-03-20,2026-03,Business,Right Vehicle,40,-0.82
47923b4e-99e6-4e96-91b4-3f5c1999326b,2026-03-25,2026-03,Student,Economy,4,-0.68
cfbe98c5-35fc-478a-9bd3-bf1cdf29083c,2026-03-20,2026-03,Family,Right Vehicle,17,0.02
e5a29ea7-a12c-4f66-864b-4e26f6bb5aa6,2026-03-31,2026-03,Business,Budget,27,0.54
5b5a98fe-3ac4-46a5-856e-052431493c67,2026-03-28,2026-03,Low Income,Availability,39,-0.89
541cd343-2ab5-40e5-ae79-b162c7f841ca,2026-03-06,2026-03,Student,Budget,27,0.85
1c6d08b6-bf18-4c7a-9e13-3a979257f786,2026-03-25,2026-03,Family,Budget,12,0.6
4e7ec390-e18e-4d96-9ab3-95828c7339b6,2026-03-01,2026-03,Student,Budget,22,0.47
26427d55-415b-4e9d-bb86-8a28e441e038,2026-03-23,2026-03,Student,Economy,33,0.97
fd4a1de5-f7b3-48f6-900e-2c700244bc99,2026-03-14,2026-03,Low Income,Financing,33,0.76
8a64ee04-4ed5-4dae-89bc-b175062915c6,2026-03-16,2026-03,Couple,Financing,15,0.92
64002384-281b-4e12-a238-f57209c1fc1a,2026-03-09,2026-03,Couple,Right Vehicle,24,-0.09
ec57f604-6c41-4236-99c2-a385f1bec5a6,2026-03-04,2026-03,Student,Budget,12,0.52
a290d4d9-6f29-4526-ad30-63051062c62f,2026-03-10,2026-03,Couple,Economy,26,0.12
78b4eb47-0f0b-48f4-b1f5-704b1752f18f,2026-03-20,2026-03,Low Income,Right Vehicle,12,-0.99
57896f1d-b3b8-42c1-8d1f-d009867f79c2,2026-03-19,2026-03,Couple,Budget,6,0.77
f416ce9b-f09f-4a3e-9376-640c8ab85777,2026-03-07,2026-03,Business,Budget,6,0.61
b44ade66-7918-4666-8f25-184c77687bcc,2026-03-18,2026-03,Low Income,Financing,20,0.38
a79302ea-0f14-4291-8319-aa43d807a895,2026-03-09,2026-03,Couple,Economy,29,-0.87
cda1e134-9c0c-4110-a49a-8916ca0989b9,2026-03-07,2026-03,Low Income,Availability,8,-0.46
b75b2b29-b84a-4e33-93a5-7c5e0774582a,2026-03-01,2026-03,Low Income,Budget,14,-0.56
243d077b-c0cb-4752-949c-a1252417166b,2026-03-04,2026-03,Large Family,Budget,2,-0.35
3368d28b-5580-4ec7-87d3-6481d29ed321,2026-03-06,2026-03,Family,Budget,6,0.51
5340e63d-50ad-4157-8f6a-2d8d185e42b0,2026-03-06,2026-03,Student,Budget,6,0.41
71b6f1e7-d794-4ef4-86b6-ed216454c3f1,2026-03-28,2026-03,Business,Financing,37,-0.79
297e5caf-7983-47eb-bef4-9b41c9c7ad90,2026-03-24,2026-03,Student,Financing,19,0.57
e8d6b059-0389-4d1c-ad59-ecc06917ad58,2026-03-13,2026-03,Low Income,Right Vehicle,7,-0.89
55cd7fb1-b35d-43d1-ae2c-53c1701bc505,2026-03-12,2026-03,Family,Economy,10,0.1
2f8a9dd4-f6ed-488c-9d95-34c2aae7b47c,2026-03-15,2026-03,Business,Right Vehicle,5,-0.03
8de29972-3177-4127-bfac-7758a3fb4710,2026-03-24,2026-03,Large Family,Economy,11,0.75
6caceae7-ce56-48b5-8dc7-a4568e821a25,2026-03-21,2026-03,Low Income,Availability,34,0.91
45448941-7ba0-43db-b564-673164c1aed2,2026-03-16,2026-03,Family,Budget,34,0.79
4e0bb7bf-d173-4c54-97a9-4e0edc7aeb24,2026-03-01,2026-03,Business,Financing,14,-0.9
c207c173-d5ec-4a13-95f5-ea6a6de6af6e,2026-03-23,2026-03,Business,Economy,30,-0.32
48131fb5-23ed-4833-8340-a65583f6c617,2026-03-04,2026-03,Student,Right Vehicle,17,0.9
8050342c-b4d6-49ad-b62d-7a7275b4df37,2026-03-16,2026-03,Couple,Financing,11,0.8
55e9ed54-8654-4fe7-857e-3d8087b978cd,2026-03-31,2026-03,Low Income,Right Vehicle,39,-0.13
a5898b02-557a-4169-9e24-7d0fe2f09ec4,2026-03-07,2026-03,Low Income,Budget,38,0.58
29733752-d005-42f1-856f-1b752472ce68,2026-03-06,2026-03,Low Income,Budget,38,1.0
5e1e1612-93fe-421b-9661-f405e8d118be,2026-03-13,2026-03,Student,Financing,37,0.94
ce2f7107-cff4-4b57-98f6-fbd5930b001d,2026-03-28,2026-03,Low Income,Availability,23,0.88
5deb46c9-b239-4243-bc44-c01a09863d3e,2026-03-22,2026-03,Family,Economy,11,0.01
f6856d90-5c24-4dcd-94a3-63ebbe7ae4ef,2026-03-17,2026-03,Business,Budget,26,-0.79
9ce4e9d6-28ba-4578-b740-0394224c6599,2026-03-26,2026-03,Family,Budget,13,0.83
e29989cc-e2fc-4f14-8141-1ead5053de58,2026-03-04,2026-03,Large Family,Availability,12,-0.94
25037759-7e51-4631-99e3-e7073a864a48,2026-03-12,2026-03,Couple,Right Vehicle,31,0.52
19ee2602-8f6b-4a0e-8153-d4cd3a8849dc,2026-03-27,2026-03,Low Income,Budget,28,-0.87
1c068810-0693-47a0-a7a5-b8a47f2646ac,2026-03-14,2026-03,Family,Economy,17,-0.82
bdd1b6f2-4609-469a-8cec-f41fcb912b6d,2026-03-02,2026-03,Business,Economy,19,0.53
5c30366e-587c-4c26-807a-158ce2aa8cbc,2026-03-27,2026-03,Student,Financing,30,-0.17
949932dc-86e4-4c6a-9c5d-e03c5e89d0f9,2026-03-15,2026-03,Business,Availability,30,-0.0
0eadc694-d15f-4ac6-9cd8-fa6605fa1bfc,2026-03-05,2026-03,Low Income,Availability,28,0.55
a6159515-639b-4a8c-8fb6-1e6835575a20,2026-03-07,2026-03,Low Income,Budget,30,-0.84
12bca2e1-14f6-48dd-ae5a-b607df110e8d,2026-03-24,2026-03,Family,Availability,39,0.57
b6fad6d2-1772-42f1-a8f2-9d4c55652582,2026-03-16,2026-03,Low Income,Economy,23,0.45
297b1627-6954-47a7-8da8-8ce536d22770,2026-03-04,2026-03,Couple,Financing,31,0.95
b35af4c1-2481-42a6-aada-2f26488f0af2,2026-03-18,2026-03,Family,Financing,34,-0.89
4d469a00-4e86-4961-8add-1b299aca224e,2026-03-25,2026-03,Business,Economy,4,-0.94
5cca7395-aaad-4d1c-a398-e4c7954702ab,2026-03-25,2026-03,Family,Economy,13,-0.57
6a51bee4-c435-4d32-a9d9-c34b3529ce02,2026-03-22,2026-03,Large Family,Budget,9,-0.22
86d84dcf-6e28-4baa-bf11-b4af8a2c562c,2026-03-29,2026-03,Low Income,Budget,13,-0.91
