interaction_id,date,icp,pain_area,duration_min,score
027a4be9-eb15-4b50-81c1-0c0cbc207b4b,2026-03-05,Family,Right Vehicle,6,0.7
1d20db35-681e-4a0e-b1f9-b08d22ebb6e1,2026-03-25,Business,Financing,37,-0.73
21949f8e-f0e3-4481-9175-ceed1ddb245a,2026-03-21,Student,Economy,4,0.33
00b17ca6-c6e0-41d9-967a-b6f1a77a9b53,2026-05-13,Large Family,Right Vehicle,9,-0.68
81944be3-f548-4b01-93d1-7f7cf3c3e938,2026-05-18,Family,Availability,37,0.94
6db8fa24-84ca-4bf3-adca-19a0607f9219,2026-05-06,Low Income,Financing,39,0.81
bac958af-711f-4c62-b956-0a894f890dd4,2026-03-05,Business,Economy,11,-0.22
10300a7e-ad1e-4d7a-97c2-9f1210b1bc3e,2026-03-25,Couple,Right Vehicle,21,-0.35
7661136d-1b6f-49f1-84a0-fdefe7f8023e,2026-04-07,Family,Right Vehicle,22,-0.97
2145699d-8724-44c0-836b-f2146d51942d,2026-04-07,Family,Right Vehicle,31,0.5
782c6ea7-2800-4394-bc62-432c74b3127a,2026-02-24,Couple,Availability,15,-0.44
088caef4-a4a7-4346-8bc0-549990bd8a66,2026-05-14,Student,Right Vehicle,5,-0.36
463d9cc6-4d1c-4bd2-a10c-df2027c2c7ed,2026-04-22,Student,Financing,38,0.6
aea21a00-eb65-4918-8b6b-0ae406358ed9,2026-03-18,Low Income,Economy,17,-0.05
3f69b99c-d8a2-4892-9fe6-596f7e749331,2026-04-17,Large Family,Economy,36,-0.28
d17c65ba-1c12-4d90-96b7-f227b9c088e0,2026-04-03,Couple,Availability,16,-0.52
921e312a-a672-426c-a85a-7e6dbc7c5a16,2026-02-24,Large Family,Financing,37,0.05
713904ec-a49a-4d7f-81ab-3b4fad9e839e,2026-04-18,Family,Economy,17,-0.5
46f940b6-b6b2-4ded-91e6-5932da178187,2026-05-04,Low Income,Economy,14,0.62
66bbcce2-f782-474a-9ad7-2f986ca91e7a,2026-04-04,Student,Right Vehicle,34,0.43
086edabd-d292-4a52-be75-f6c2b56bf0e1,2026-03-03,Business,Financing,3,0.6
6ebb6442-8a87-4f81-8b0b-fd97187922b0,2026-05-03,Large Family,Budget,21,0.28
d1c35109-6761-49d3-a507-2164f363c6f0,2026-05-07,Low Income,Financing,19,0.74
cfe24be8-995a-41be-8f54-057825895fa2,2026-05-04,Business,Budget,12,0.47
ed3154f9-3d9e-4252-9295-9f00bebceff0,2026-05-01,Couple,Right Vehicle,24,0.35
f79710cd-6050-4c07-8631-d3c56ccfbaa5,2026-05-05,Low Income,Budget,9,-0.66
3ceafe59-7ea6-4830-977a-58d763ec8e3f,2026-05-08,Student,Financing,6,-0.99
40833dbb-25d3-4704-bbe2-4518d6f03342,2026-05-11,Business,Budget,3,-0.7
3a7ae388-5be1-4baa-8f88-13c628dde31a,2026-04-26,Low Income,Economy,10,0.13
505aa19a-159e-4960-891d-24453323a2a3,2026-04-18,Couple,Budget,11,0.81
3c8c27b8-b0a8-4aea-9e9a-90c8984a7cb4,2026-05-09,Large Family,Financing,18,0.61
bab286aa-9c56-411b-bbba-7de8249b1a6c,2026-03-04,Business,Availability,36,-0.54
99a8b426-229d-410e-bcb0-52776255b68b,2026-03-14,Low Income,Availability,19,-0.38
303ca676-c5cc-472f-bc3a-bc46c4369da7,2026-03-19,Student,Financing,15,-0.64
2269d8ce-03f5-4e95-9744-35ae510ef966,2026-04-19,Large Family,Financing,6,-0.81
c5d1fc4f-35fe-435f-b6ea-a66bf2d9f3d4,2026-04-07,Couple,Availability,19,-0.52
868336ec-6a8a-49ce-9b0b-3f4f24fd27ac,2026-05-02,Low Income,Budget,32,-0.76
c04a6da1-858c-435d-a386-ebd117227e80,2026-04-09,Family,Availability,32,0.04
e2de7992-63ea-4d87-a3d4-928a20c2dd9b,2026-03-17,Student,Financing,3,-0.63
8ffc328b-3476-47f6-b49a-c921f5a3a632,2026-04-26,Student,Economy,7,-0.54
f429681a-c42a-4649-9137-0f0b3b3e8629,2026-05-21,Student,Budget,15,-0.13
4656efcd-d8ba-4a14-8a45-6ce01d54abec,2026-04-11,Family,Financing,9,-0.06
18e9aaff-af7a-4e0b-b2bc-21abcc749836,2026-03-02,Family,Right Vehicle,26,0.02
60a7a64a-0813-4849-a5ff-31c9bc61ac4e,2026-05-12,Family,Right Vehicle,3,0.8
a064aad3-ee0b-4bbe-a888-d057d2ccc30e,2026-03-14,Low Income,Budget,8,0.58
9f570bed-ef92-47f1-a7a2-04073f39ab91,2026-02-24,Couple,Financing,32,0.77
f742e7f9-40de-4b7b-9fae-cd95cea8a52d,2026-02-21,Couple,Economy,38,0.99
fe478124-a7e8-4563-bd19-55b04e347e5d,2026-05-22,Couple,Financing,9,-0.7
ce6c14f1-d556-41bd-ae8e-9d04a6905d14,2026-03-25,Low Income,Right Vehicle,11,-0.6
d1514a57-e2a7-496e-899b-9d7526d9aeac,2026-02-26,Couple,Right Vehicle,16,-0.24
dd525b06-a978-4c64-81fa-8713c0c0378d,2026-02-24,Family,Financing,38,-0.41
9cd3dca2-b985-4e19-87d2-f474bad0b439,2026-03-03,Couple,Right Vehicle,37,0.92
72769243-e537-4a54-95c2-182a08aedb61,2026-03-06,Couple,Financing,39,0.88
94ccc5bb-ca4a-46d2-af28-23f6dd1fd146,2026-05-03,Family,Financing,4,0.19
64667c2b-b9c2-448c-ac19-02581a990493,2026-03-08,Low Income,Budget,4,-0.78
9dc43e80-0f89-4a04-bb5b-09ccf33cbbd1,2026-04-13,Low Income,Economy,35,0.92
f05d8475-a5ed-4a5a-8ddb-b3e48b9ff801,2026-05-11,Student,Economy,10,-0.72
2b26e59b-a8de-4601-b549-34ae9c49032a,2026-05-08,Couple,Right Vehicle,29,0.37
e9601456-3ee4-4c33-a5d3-95c217b5f119,2026-04-20,Couple,Economy,11,0.93
148ce114-62d9-4842-a158-63c548dd53df,2026-04-15,Low Income,Availability,40,-0.18
ac4e313d-ceb8-487d-9f5b-6c389dd6be55,2026-04-04,Couple,Financing,10,0.38
733043d3-80ab-4b1e-9407-e820350fedd7,2026-04-19,Business,Right Vehicle,10,0.16
021ac46e-609b-412b-824c-7c20166f9a2a,2026-03-26,Family,Availability,30,-0.57
92e75e6f-8047-461b-b787-406fc679fdcc,2026-02-28,Low Income,Availability,37,-0.46
c542152d-3df3-4894-a3f3-bcf6d4ad9c0a,2026-03-25,Student,Right Vehicle,29,0.75
b82a7ea8-d730-4fdc-9162-df9f8cc31a90,2026-03-26,Business,Right Vehicle,8,-0.16
56a6e632-7b66-425f-936f-1e82e4f17916,2026-04-02,Family,Financing,18,-0.76
bc71b8b4-027e-44fa-b87d-dbbe50990288,2026-02-27,Large Family,Right Vehicle,31,0.72
e789d473-810b-45a5-b291-559a58d4b44f,2026-04-23,Business,Economy,22,-0.17
03379d99-ef55-4bdc-93e6-0b746b777cc5,2026-05-04,Student,Right Vehicle,17,-0.97
26b943e0-e844-4c02-9ac6-eaff825418f7,2026-03-01,Business,Availability,2,0.65
b09d4cb0-a5c4-46c1-8faf-99adbb338342,2026-03-23,Business,Economy,36,0.43
4df6e374-a34f-4068-aa5e-06c21a72905e,2026-03-01,Family,Economy,2,0.63
37a807da-f132-4036-a269-20a5680d1851,2026-05-21,Student,Financing,18,-0.19
97ff3d3a-73c6-48ce-9fbd-cf00a325e187,2026-03-01,Student,Availability,33,0.72
d8b4f12a-84d0-4abc-90a0-298ed5210bd0,2026-04-19,Low Income,Budget,31,0.28
fe16400a-d70f-4bd0-8c5b-63c889bc5c75,2026-03-15,Student,Right Vehicle,15,0.19
1c218dcf-855a-46da-8f93-10b26966f451,2026-05-15,Family,Financing,21,-0.76
acaab1d8-7b23-4105-8d99-72efd4b57cc9,2026-03-09,Couple,Economy,40,0.6
336f61f7-2746-4ad8-9dc8-024c2ec34ab7,2026-04-14,Low Income,Financing,36,0.4
fd34d255-fae7-4ab1-b2c5-189aeed9bb2f,2026-04-04,Low Income,Economy,17,-0.46
79f08e18-5149-4bd5-9200-bfaf8c345a1a,2026-05-07,Low Income,Right Vehicle,14,0.61
d64b2382-6401-4a92-9027-95033dc95438,2026-03-21,Low Income,Budget,27,0.78
b3a8f417-7934-460f-9212-1b6583881f5a,2026-03-16,Business,Economy,8,0.61
b7bd2078-990b-403c-b673-0654bb7d5cf9,2026-03-18,Large Family,Right Vehicle,29,0.81
c8956363-0c37-4210-a29d-6dd0e32bb14e,2026-04-18,Low Income,Financing,5,0.77
c70db22a-3af7-41ab-abb6-8eb57a52e2b9,2026-04-09,Family,Right Vehicle,25,0.85
addbc44a-5ed3-44ad-a1f5-77853dc62b14,2026-04-23,Business,Budget,37,-0.28
1052a797-d5ca-40d5-8976-59ae0f2a206d,2026-04-27,Student,Financing,17,-0.29
e0d5aafb-8dfb-4d28-8766-34a4813113af,2026-03-31,Low Income,Availability,13,0.65
7c33888f-8172-463f-83ca-d89ff2ae4bb6,2026-03-06,Low Income,Availability,37,0.95
036459c5-7984-49d3-a5b3-d32efd5d484a,2026-03-01,Low Income,Availability,35,-0.1
64da743c-c01c-4a4d-99aa-1809d393351c,2026-05-21,Couple,Availability,17,-0.98
17145a9b-d49c-4766-b137-21656f10d19e,2026-04-25,Family,Budget,2,-0.67
c46e1f9a-7493-44ad-9138-e556fe1561f2,2026-04-26,Low Income,Financing,6,-0.51
2fcf5290-80e5-41fe-8fd9-d5d09cebbebe,2026-05-01,Student,Budget,34,-0.43
cd74a80e-b02b-43a1-900e-7780f468928f,2026-03-29,Business,Budget,33,-0.46
20e7eda6-94d9-435a-a172-dbe872b4536a,2026-02-25,Family,Right Vehicle,23,-0.96
108904db-402c-4507-86f4-900e4c932ee8,2026-02-21,Student,Economy,31,-0.04
bd40b377-d1f8-425b-ae81-39494563114d,2026-03-19,Large Family,Budget,38,-0.1
5b8711a9-a31a-44d6-8418-e3fb6b39d54f,2026-03-22,Low Income,Financing,25,-0.63
a8d446da-8b19-4c51-8653-ac0d617f03d1,2026-04-16,Low Income,Financing,14,-0.63
0fa70e7f-87d2-4c41-b170-14e9dba8825c,2026-03-24,Large Family,Economy,35,-0.59
7fbbc500-6e18-4a67-a4a4-800d69dea664,2026-03-30,Family,Financing,21,0.2
014d94f9-1c5b-44f2-9a61-9a51e9990252,2026-03-09,Business,Economy,33,0.74
5e1d73d8-9491-486a-8b6b-0649323b0d6e,2026-03-05,Family,Financing,20,0.11
9f38d366-e992-4aa0-a7fa-8ea0e253babf,2026-03-21,Family,Availability,8,0.75
feb51751-e7df-4fc7-a71a-d07abba06f90,2026-03-12,Large Family,Availability,40,-0.1
f25d59d8-8be5-44ff-a4d6-e08a9752a63e,2026-05-22,Family,Budget,24,0.86
c69b9338-17aa-4282-8b2d-3f1182506e68,2026-03-31,Large Family,Availability,6,0.57
48af3241-a0a9-44db-a1eb-6218c3d842f1,2026-04-13,Business,Financing,39,-0.13
0104856b-90e5-4353-91a3-2c1f568a304f,2026-03-28,Low Income,Economy,15,0.62
5ce77de1-48e8-439b-9c4a-fbdaaa83a18f,2026-05-18,Couple,Availability,38,0.65
b868fd72-90a0-418c-9f17-53b1152f21f2,2026-03-08,Couple,Right Vehicle,22,0.88
5a36780f-5865-408f-9754-3cb484da161c,2026-05-21,Low Income,Budget,23,0.93
0a4595a1-9676-4b55-a040-26acc127c1e8,2026-04-11,Large Family,Economy,19,-0.74
34dbcf57-c1fd-43c8-9c0f-fd21e369c906,2026-03-31,Student,Availability,12,0.59
aae63adc-710f-4ea8-be06-a8094b18e66e,2026-04-21,Large Family,Availability,10,0.28
53e5c5d9-877e-4a0a-8e0a-8c1abe82ab0c,2026-04-30,Student,Right Vehicle,21,-0.1
095107f7-2d4f-4629-bc00-15dd1840db7f,2026-04-27,Family,Budget,28,0.9
f1fe263d-9d9a-4b23-805d-fee055442c90,2026-04-14,Large Family,Financing,26,-0.2
8900d7f6-c7ce-4152-8e7a-a1bccc2bcd6c,2026-04-17,Student,Economy,7,0.47
a9d26e34-a696-4866-8914-707429276a17,2026-03-25,Business,Availability,11,-0.39
8f69a874-f722-44ad-b728-c097eb18515b,2026-05-20,Student,Budget,11,0.89
77461bde-0d7c-4e70-b823-6bbefd55e01a,2026-03-31,Family,Financing,15,-0.81
5d608c7e-0733-417b-b555-8d8553cd138c,2026-03-24,Business,Right Vehicle,30,0.37
b4427e4b-2c9b-46b1-b465-457c675098ac,2026-04-06,Business,Financing,15,0.58
3c61475f-6eb8-4254-b36c-e2b50c26a658,2026-03-05,Low Income,Availability,16,-0.26
1efeb745-6ee4-4b53-bc3e-e7ec7ec9e7cc,2026-04-09,Low Income,Economy,10,-0.32
c28e48fc-c6d3-434b-a222-14f63585d87a,2026-04-20,Large Family,Financing,4,-0.56
c088fc40-839c-4ef8-8def-071c09793a93,2026-04-08,Large Family,Right Vehicle,25,-0.05
34aa4bbb-c45f-48d6-8042-3bc5f27ba973,2026-03-17,Business,Economy,6,-0.7
aa5318b7-49d1-4f80-b6ad-9725cc8ae30a,2026-03-19,Student,Availability,34,0.92
3fdaab7a-0800-46c2-99d3-dfa90dfc4511,2026-05-11,Student,Right Vehicle,27,-0.72
d22e3c66-d67d-4655-ac15-1da392273db4,2026-04-17,Large Family,Economy,2,0.34
55555991-b5b8-4e41-a866-d611f4ca3e2e,2026-05-08,Large Family,Budget,19,-0.53
b18f12f7-5564-4af5-b936-e0fe6f0ba63c,2026-05-01,Family,Right Vehicle,9,-0.54
d4703b9c-c117-4dd4-a3ac-64c9cae817d3,2026-04-03,Student,Economy,15,0.06
a9dac19d-6942-44fa-9114-83bbabca01b9,2026-04-01,Large Family,Availability,28,-0.89
8f0ede68-d162-4e0b-a6a2-5fa46eaf5f8c,2026-04-14,Low Income,Budget,14,-0.65
4a6c4118-e0d5-4405-a0d6-20688f774ecc,2026-03-04,Large Family,Right Vehicle,10,-0.37
d22d951d-c426-42c3-a984-2acf946d7063,2026-04-04,Large Family,Right Vehicle,33,-0.28
2ce09602-716f-4479-b52a-dcf8c29ef545,2026-04-20,Low Income,Financing,20,-0.21
eff43856-b047-4bbf-af79-1a9d83ca144e,2026-04-04,Large Family,Right Vehicle,30,-0.39
6ae994e9-7acd-448a-801a-a00c150efac2,2026-04-08,Business,Right Vehicle,8,0.83
da9b1c7f-ba80-44ff-90a1-2045ddb00b53,2026-05-01,Student,Right Vehicle,8,0.04
4f3a79e4-009b-46c9-bcf4-86904d8bbfd3,2026-03-05,Couple,Availability,2,0.77
f1af2e03-1257-447d-929e-99fd98c84ad1,2026-03-18,Family,Budget,16,-0.37
c1c54113-0550-4fac-abf8-226bcc2a6694,2026-03-04,Large Family,Economy,10,0.51
4d80d657-1060-4cfa-8de4-72bd21d45966,2026-02-25,Student,Economy,4,-0.98
482d128f-32a1-4dc5-847b-4f1f0574202b,2026-03-18,Family,Budget,31,0.16
d6da189c-4727-4009-bab8-500867117abc,2026-05-15,Large Family,Economy,10,0.07
032cd0a0-1f04-4f59-addf-b3ed480de8ce,2026-04-13,Business,Financing,28,-0.28
bcbdb729-6308-4865-9a9b-e30cc0eacb4e,2026-05-17,Low Income,Availability,38,-0.69
7bb6dfa0-eef6-4805-b419-18180aad6764,2026-04-10,Business,Right Vehicle,21,0.73
25e3412f-2ca0-4dba-9998-6c061da01a64,2026-04-22,Large Family,Economy,32,0.4
bb9b0810-ebb5-4459-bc2c-61c67ed154c0,2026-05-13,Large Family,Availability,31,0.31
2d24ac87-4a3b-4332-a697-67bfb68f751c,2026-03-24,Couple,Economy,36,-0.77
750208dc-476c-49ef-9f7c-3f0b26eed51b,2026-05-18,Business,Financing,2,-0.43
ad730eb4-e5b8-4171-b732-04faa20cc913,2026-04-19,Large Family,Financing,32,-0.45
6f047567-42ad-45b4-ae34-6ca7fe5200b1,2026-04-16,Family,Budget,4,-0.38
51560682-d61d-4ea8-bce6-cf7d16ff6587,2026-03-27,Family,Availability,11,-0.29
8f32974f-a0d0-44d9-8b7c-3b45ae5bd1c1,2026-03-17,Low Income,Availability,32,-0.57
4976e472-02a3-43a6-8e14-4277b37cae35,2026-03-30,Couple,Financing,29,-0.56
7e5b5ce4-fafc-495e-9a24-83bb17d0eb1e,2026-03-09,Large Family,Financing,33,-0.0
884aa2bf-b435-4d1b-b3e3-322dc72b3c25,2026-03-13,Couple,Availability,6,-0.88
0e47eb95-3aa3-4c11-a4ac-cc8b4b5714c5,2026-04-30,Low Income,Financing,30,-0.09
8d8e8e26-4ffe-4d57-bf10-80b832a0657f,2026-05-20,Low Income,Financing,22,-0.41
429db3b5-4939-49cc-8d38-bc1e39f8d9fd,2026-05-11,Business,Financing,40,0.85
5de34512-3b8f-4202-912b-ceeb41300b28,2026-04-25,Family,Right Vehicle,19,-0.14
7f1ef3bc-b811-4025-b069-44381c54d1a1,2026-05-20,Large Family,Economy,18,-0.93
f7fa7d34-f6fb-4c59-82ed-bd12a0138f97,2026-05-19,Family,Budget,38,0.49
d30fc072-511f-4fc1-bd05-d5c1bf816872,2026-04-23,Low Income,Availability,2,-0.76
e06d7e3d-c045-49fd-a42a-a3c24174549b,2026-04-01,Student,Budget,4,0.94
58d4efcf-4f13-4f49-98f1-c09e0f031707,2026-02-21,Business,Availability,20,-0.48
f73a325a-7e6f-45a1-93c3-b377b2b989e9,2026-05-21,Low Income,Availability,20,-0.71
4a61b89b-3009-4ac7-bae9-425c3817f0b1,2026-03-23,Low Income,Right Vehicle,16,0.2
2679ddb6-2ba5-42bd-9a25-027389cbbb70,2026-05-18,Student,Right Vehicle,32,0.61
1ca3561c-3bef-445c-99b4-d790f240278f,2026-04-19,Student,Financing,38,0.36
9a49d423-83ba-4d4d-85b4-9db2458369a6,2026-03-13,Couple,Right Vehicle,9,0.41
4b2625a9-6662-4899-be4e-0d3359352a77,2026-03-13,Couple,Financing,35,-0.74
aa4c8fd1-bffe-48cb-b857-3072ab62e381,2026-04-26,Large Family,Availability,19,-0.42
3dc17516-e028-4e41-b360-d1a06d0a5bfb,2026-05-11,Couple,Availability,14,0.98
dd5b5bb8-87bd-4bf5-a535-8c5f32b7a8a7,2026-03-29,Family,Right Vehicle,21,0.58
7ede09a8-6f5c-413f-abd9-da544ea088d1,2026-03-22,Business,Economy,38,0.96
7a63ef8f-7803-4548-99cd-aa336a76d1c1,2026-04-29,Low Income,Economy,9,-0.61
b0750c9c-b214-4a6c-acd6-bcdc3962d034,2026-05-12,Student,Right Vehicle,16,-0.63
dc2f7474-e59b-4b7c-87aa-988fd986108b,2026-03-11,Large Family,Availability,34,0.36
85ae3f24-2f7a-4de7-bdf6-8c7285efff1d,2026-04-18,Family,Right Vehicle,33,-0.34
4f317481-5cf0-4b07-95ea-7bf233cd9cba,2026-03-19,Family,Availability,10,0.33
fde9ebda-3cf8-4885-9e54-eb01810a8405,2026-03-26,Family,Right Vehicle,10,-0.59
cdb7f7c8-47db-4ecd-b427-7dd2f665eb53,2026-04-06,Family,Availability,37,0.21
214725e4-6771-4427-84e3-6b7a0ae88987,2026-05-16,Couple,Right Vehicle,9,0.15
44c98c4e-8b02-449f-8ca0-0071cd3e38f3,2026-05-19,Family,Financing,37,-0.38
11d5adfb-dc6e-4114-8fbe-376a59762dd2,2026-05-17,Low Income,Financing,35,0.46
261e4c53-0544-421f-9a8b-018fdf5b60a5,2026-04-28,Student,Availability,38,-0.11
a0a2efda-4e3a-4652-9f83-48c92daad3b1,2026-02-28,Couple,Right Vehicle,29,0.98
0431c835-928d-4601-9a89-3ac4efed3efa,2026-05-14,Student,Budget,23,-0.98
a6f3a7fd-9352-4a3c-b4bb-49dd2c603399,2026-03-28,Family,Right Vehicle,16,-0.25
b83ad991-1afa-476a-863b-35c5952509b9,2026-02-21,Family,Budget,27,0.08
af834cc7-a937-4a02-be08-1a481a7afd36,2026-04-06,Couple,Availability,10,0.11
a4c02b22-887e-4b29-ab58-120d08aa3398,2026-05-19,Business,Availability,29,0.62
3d75a243-f226-482f-b839-e6f70d354786,2026-05-20,Business,Right Vehicle,36,-0.67
7d035c58-8b48-42ff-8495-999ca7db3781,2026-03-15,Business,Budget,19,0.67
5789e8c2-45af-46de-a8d7-79b15bc4a766,2026-05-09,Business,Budget,40,0.33
f18e810c-ae50-4497-9d27-9f8d7e468ff5,2026-03-29,Couple,Availability,3,0.74
2f5ce64b-5af4-4a91-b721-07dded6bf938,2026-03-22,Business,Economy,39,0.12
86137483-5887-46fa-a5d3-8b682f02207c,2026-03-08,Large Family,Budget,9,-0.6
cc379ef8-f4c9-4817-9302-eff1ddf870a2,2026-03-25,Large Family,Right Vehicle,36,0.91
47998301-14b9-48bc-a078-4b3d136919ff,2026-04-10,Business,Financing,22,0.45
6fe7106e-1820-445e-bd17-aefd17e647c8,2026-03-23,Student,Financing,11,-0.79
46d07e6a-e1ac-4b37-a5b9-fbdd78e41f41,2026-03-21,Business,Financing,22,0.23
7d0aff6b-4734-40b4-9cfc-69c23a1a304f,2026-05-14,Family,Economy,12,-0.18
47099563-92a3-4fcf-af38-3199dca83146,2026-03-24,Large Family,Budget,39,0.08
9566fe31-6583-4d8b-821e-1a73b58bbe8f,2026-03-07,Business,Economy,24,0.69
f72660d3-5282-4280-8339-81bf968cb514,2026-04-06,Family,Economy,14,-0.68
bfe53f5f-55ef-4c86-bca3-2989d18cb867,2026-04-10,Family,Availability,35,-0.2
2bcd6af9-a04f-4c50-9293-6e288cf0cb35,2026-02-27,Large Family,Availability,20,-0.38
0c8503cf-3325-451a-b958-c8872c4e6eff,2026-03-22,Large Family,Budget,27,0.07
7c159fd1-c995-4717-8bfe-e41afddde494,2026-03-08,Student,Right Vehicle,35,-0.75
2a4458c9-3fdd-4874-bbd6-a8bd1aa085a6,2026-03-01,Student,Availability,2,0.72
b3ea4706-6a2d-4724-a390-88f01bb7b9e1,2026-04-02,Student,Budget,30,-0.81
3de0e8a2-597f-4f3e-b1e2-e14415674398,2026-03-23,Large Family,Economy,36,0.99
801e9b64-11cf-44f8-b7bc-1a015c7abab8,2026-04-13,Student,Financing,4,0.95
173f0286-107f-423f-ac87-9345836e101f,2026-05-18,Low Income,Right Vehicle,24,0.87
009cd086-e997-4572-b19a-2ca5732f06a8,2026-03-24,Couple,Financing,40,-0.23
8552cfc0-c4f5-4eed-a6a7-c32ff76a89fd,2026-05-13,Low Income,Budget,23,-0.12
6fe5dd5d-c1fc-49b5-b17a-6e392b226d02,2026-04-18,Couple,Right Vehicle,26,-0.83
f5f5fc43-ed6f-4993-ab5c-5078e4641adf,2026-04-28,Student,Budget,7,0.2
cf70a77b-2839-4d9b-bca1-d8c6afee4365,2026-04-05,Couple,Right Vehicle,21,-0.97
3aa343b5-1be2-41c0-bb63-9f302d09b5a5,2026-02-26,Large Family,Right Vehicle,16,0.8
48fc4cc1-11bb-472e-b141-b392b42b2995,2026-03-07,Couple,Budget,39,-0.35
7a634ebb-8e89-499f-839a-3fc4604dc77d,2026-03-26,Low Income,Right Vehicle,2,-0.87
0debf15f-6c91-4471-8047-9193f39f9d37,2026-03-08,Couple,Financing,16,0.13
1b9ba6be-8290-4b25-91a9-6f3d25fb5e3d,2026-03-02,Business,Economy,9,0.18
b6dd82ff-70d4-4a06-9fe8-55538f252603,2026-05-10,Student,Budget,30,0.24
d058183a-78d7-4ec1-bf2b-b3eb1644f7ff,2026-05-11,Business,Economy,3,0.36
d86093a7-f565-4900-892c-3fe0d7c5eae5,2026-04-05,Family,Budget,25,-0.5
bcce0c1d-0f9e-4c8f-8d30-80b56ae5c6fe,2026-04-20,Business,Budget,2,-0.3
8c040783-b272-4210-9a39-bfa741205f1f,2026-04-14,Large Family,Availability,17,-0.95
8d255d09-ce24-411a-8123-137a45575cc1,2026-03-12,Large Family,Right Vehicle,15,0.67
866ff884-bad9-4835-b7ef-57b62f53f972,2026-04-12,Family,Availability,9,0.02
cd2e1819-1a87-42aa-9b34-625dc216e730,2026-04-03,Business,Budget,31,0.5
75174125-d15e-49a1-a865-3bd3e8891373,2026-04-08,Student,Financing,18,0.61
9e3c634d-2286-4e3e-bfd0-db837994bf4b,2026-03-15,Couple,Availability,28,-0.65
5ea16663-824b-4ec3-a52a-7900b6e09c3f,2026-04-17,Family,Budget,23,0.7
5b4af7d4-8b15-4058-a7be-2685ce48ab71,2026-02-25,Couple,Right Vehicle,21,-0.57
9e20f5e2-9b4c-4d9c-afd7-6d22cb6d0aa9,2026-03-07,Business,Availability,24,0.38
1d77d897-eda4-4e16-ab90-fe5d8db10ff1,2026-05-03,Family,Financing,40,-0.18
d8aaf2ee-094b-4459-aed1-6ac905206bd9,2026-04-14,Couple,Financing,2,-0.12
d26cb363-92b8-4c46-a97b-d1537bd0be25,2026-04-23,Couple,Availability,7,-0.82
5833e193-e87b-4164-8145-58a282a8efff,2026-05-15,Business,Right Vehicle,23,-0.44
dedaebd9-3bfd-4fbf-b1a4-9efcaee6a2e4,2026-03-04,Large Family,Availability,11,-0.47
3def3698-2381-42c7-b582-94ce1b6433b1,2026-02-24,Large Family,Economy,5,-0.34
e200a895-4182-4204-9e0f-0d4a0e00ae86,2026-04-25,Couple,Economy,39,0.25
18d09c71-1e73-407c-a76b-dfa6711612c2,2026-02-23,Couple,Financing,7,0.26
6870c8bd-91f3-442f-8037-f62543a69c75,2026-02-21,Couple,Right Vehicle,18,0.74
d8b0ec1b-2205-4d11-b34f-7b0b46a2cc6e,2026-02-26,Couple,Financing,26,-0.93
e3cce8f3-c6c6-46af-aede-12838a523d0e,2026-03-16,Business,Financing,2,0.21
a61f6b22-f028-4965-81f9-80b3b6f5b8d0,2026-03-23,Couple,Financing,2,0.24
54a294ba-2196-4adb-902c-f6c19f13b70f,2026-04-28,Student,Financing,3,1.0
80194806-c484-4db8-a50d-391a315d661c,2026-05-05,Student,Economy,32,-0.53
76e7b17a-67d3-452e-87f4-f2385fd472c9,2026-04-12,Couple,Availability,18,0.65
32dc9c46-6e07-49bb-9ab4-21c6420819a4,2026-05-18,Student,Financing,40,0.24
14df4487-7a0e-4f91-ab8b-a9150f2a550a,2026-05-13,Couple,Economy,29,-0.08
d60724c4-d94b-4e40-8377-c711d67ef10e,2026-05-13,Large Family,Financing,22,-0.69
8a0d2e32-c416-408b-9aa5-2083a05b2ca6,2026-05-17,Low Income,Economy,9,-0.07
779e771e-6e02-4ff0-b998-880d14c03231,2026-03-14,Large Family,Right Vehicle,37,0.9
d7ae744f-f2a9-4de9-b172-bff7111af455,2026-04-10,Student,Right Vehicle,22,-0.93
b971734f-cc18-41f1-866f-4b0c0514230d,2026-05-16,Business,Budget,13,0.22
15cbf347-b4de-4df9-89fd-20ae494d2bbf,2026-04-04,Large Family,Availability,18,0.96
489bbbfe-74ca-4b34-a738-bf16ba08009a,2026-04-19,Couple,Right Vehicle,39,0.95
7433c479-a879-40de-8f66-296b08fa0aa1,2026-03-19,Low Income,Financing,12,0.87
4020e66f-d537-4ac0-89bf-373d9d449633,2026-03-17,Family,Economy,30,-0.39
7e2ff59a-b442-4586-be58-acf5c41949fa,2026-04-16,Business,Financing,24,0.99
2c94189a-7d8b-4d17-8f3a-802555afda01,2026-05-12,Low Income,Budget,28,-0.32
3a080d4e-ba66-446a-bb9f-621597cde545,2026-05-01,Business,Financing,12,-0.77
43634d45-7002-4408-90fb-7591e9647ad1,2026-03-01,Couple,Budget,21,0.17
ff0f9a1b-5cfe-4021-90b2-641b2fb7c927,2026-03-24,Student,Economy,9,-0.97
cda076f7-3690-494c-9064-afd7fa69a93b,2026-03-27,Family,Economy,11,0.24
fa08add8-b6c5-4bd3-b23b-efbf53f5d9d4,2026-03-01,Business,Financing,36,-0.24
1f05ef6d-ec7c-456c-8c45-f5242902ff2f,2026-02-24,Low Income,Economy,31,0.64
5d081b68-99fa-44f1-9862-f0c362b804a5,2026-05-13,Student,Economy,27,0.3
