interaction_id,date,month_bucket,icp,pain_area,duration_min,score
5a92cd2f-cefa-45e4-89a6-ae3763060662,2026-04-04,2026-04,Couple,Availability,9,0.3
93060065-dd33-48b5-880e-fa931a2820ed,2026-04-03,2026-04,Business,Budget,27,-0.22
e458caa4-d8c5-4da3-9c5c-b66863067559,2026-04-08,2026-04,Low Income,Budget,32,0.27
b3cac227-287b-4a21-b980-eee159975f1a,2026-04-11,2026-04,Family,Financing,20,0.67
5b3f16cc-c0b2-497e-8473-631fb5d19f55,2026-04-16,2026-04,Low Income,Economy,8,-0.95
f46a8b6e-c583-4377-9a9e-b34d02a8cbbe,2026-04-29,2026-04,Family,Budget,38,0.88
ae5cfeb3-d22e-4938-a147-c80a5aa37e7b,2026-04-22,2026-04,Business,Availability,15,0.16
84fe3112-65c6-4385-9474-bf7d3b948397,2026-04-23,2026-04,Low Income,Right Vehicle,26,-0.12
716e09a9-04cf-4bf0-b9cf-ca2c800f62ca,2026-04-07,2026-04,Student,Right Vehicle,31,-0.02
7d7bb6bf-70d4-4070-839e-45f9d0257878,2026-04-07,2026-04,Couple,Budget,8,0.67
723ee8d6-be8b-4ab4-9927-999c7b23001f,2026-04-22,2026-04,Business,Economy,30,-0.86
89390ec6-7aaa-4f96-b419-b3fefd1c6210,2026-04-04,2026-04,Low Income,Budget,22,-0.57
d6b9f1b8-33ac-4e12-ae11-464e089d4618,2026-04-23,2026-04,Large Family,Availability,18,-0.4
84531f4f-a1fb-471b-b924-72501f89a872,2026-04-05,2026-04,Family,Right Vehicle,34,-0.43
6de3b243-1279-4dae-99a1-3a542b984fcb,2026-04-16,2026-04,Student,Right Vehicle,20,0.64
f43876fb-2117-4691-ab89-4e24a8ec0c5c,2026-04-21,2026-04,Student,Right Vehicle,26,0.0
6a3f80a1-32ff-4e54-baa9-00004bb316e6,2026-04-20,2026-04,Business,Economy,18,-0.58
e70bc798-e851-4728-9df5-d687051729fd,2026-04-10,2026-04,Student,Financing,19,0.76
cb4e6a22-8bd9-420c-bcf2-dd9160b8c2f6,2026-04-19,2026-04,Family,Economy,36,0.81
ba4e9748-75c1-4e01-aad7-2dcb4d48fea4,2026-04-26,2026-04,Low Income,Budget,22,-0.5
40ec3711-ccf6-486c-be9f-48b95c969b51,2026-04-22,2026-04,Family,Economy,11,-0.08
3c413d69-8400-488e-8598-6d67d4c5eb42,2026-04-16,2026-04,Low Income,Availability,2,0.46
79be1e30-bf76-468a-b117-6470694e1cfc,2026-04-09,2026-04,Family,Availability,15,-0.04
cbdd9544-e51e-4041-b60c-9af27f749a39,2026-04-26,2026-04,Student,Economy,29,0.79
6f35feb6-6e8c-444d-b6dd-f0df45b368e0,2026-04-07,2026-04,Low Income,Availability,29,0.83
d1f3d080-8eb5-48d4-9b1c-1a1428d4b262,2026-04-21,2026-04,Low Income,Budget,22,-0.27
e7323694-aad6-41be-857f-4cb7eb7cc061,2026-04-17,2026-04,Low Income,Economy,24,0.85
43dc3383-7493-439d-8dbd-d70f11c41a97,2026-04-05,2026-04,Couple,Budget,33,0.39
6616c58d-3dec-4c2f-9fe8-96b866f87996,2026-04-07,2026-04,Couple,Economy,13,0.12
78c5601b-4e14-4277-807d-20657e8f7392,2026-04-07,2026-04,Family,Economy,4,0.07
675fe942-9630-4dc8-944a-fa7488555c8a,2026-04-22,2026-04,Large Family,Financing,35,-0.76
684c5991-2be9-492c-9a3c-0467770d0030,2026-04-04,2026-04,Business,Economy,11,-0.17
4897d35d-e526-49ae-aca9-d804b2d84bde,2026-04-01,2026-04,Low Income,Availability,29,0.84
d878a471-16ff-44d1-aba3-9198d3d2cb18,2026-04-28,2026-04,Business,Financing,2,-0.65
9480542b-2cbf-47b2-928f-679241e531c2,2026-04-01,2026-04,Business,Availability,28,-0.73
e8544325-6aa9-46cb-bd83-77fd48c13334,2026-04-06,2026-04,Student,Budget,2,-0.36
4bc7e8b5-ef86-4b67-b157-6057e8ea54f8,2026-04-12,2026-04,Student,Budget,16,-0.67
1bb74eb4-6278-4e4d-a209-69f9b284108c,2026-04-11,2026-04,Business,Right Vehicle,35,0.56
a6e69a50-41bb-4e0c-90c6-8bdd4dd229ba,2026-04-25,2026-04,Low Income,Financing,12,0.2
c71f8ddd-0ed9-42eb-81b5-1135228132d9,2026-04-06,2026-04,Large Family,Availability,5,-0.17
6b56f183-9bcf-49d6-8d01-5a8056f51975,2026-04-01,2026-04,Low Income,Financing,39,0.19
7f99933a-94b3-4d5c-a7cb-218d27c7ae29,2026-04-13,2026-04,Couple,Financing,8,0.24
a62f46e7-558c-4f34-8466-fb0dec3904f6,2026-04-07,2026-04,Business,Availability,27,0.63
d3983c53-1630-46e6-832d-993536788542,2026-04-03,2026-04,Student,Financing,39,-0.66
8b891852-a526-4750-854d-8d4be104d563,2026-04-27,2026-04,Student,Budget,31,0.22
9dd43565-266c-4540-94a0-90eee15dccb7,2026-04-14,2026-04,Business,Availability,31,0.17
08d004bb-800b-4a7f-a359-9ef88ea2900e,2026-04-09,2026-04,Large Family,Economy,28,0.33
b5a26d8a-5d33-421f-ad61-da4aa44e991c,2026-04-27,2026-04,Large Family,Budget,26,0.5
b28e80ad-d621-4eb6-baa9-a04498e2ff30,2026-04-03,2026-04,Large Family,Economy,19,-0.21
0ee79eb2-166a-40ac-9a31-1c791b73eb52,2026-04-10,2026-04,Low Income,Financing,29,0.45
a3c91c99-273a-442c-97a8-83ccff10c5d6,2026-04-09,2026-04,Low Income,Economy,23,-0.82
5c3caf0f-6101-4f5c-8237-879c7e36c65a,2026-04-30,2026-04,Family,Budget,29,-0.97
01a025c6-69ac-4465-8c4b-d6fcc79dac8c,2026-04-14,2026-04,Couple,Availability,29,0.64
7a394456-ef49-43f0-8b5e-817ce77605a1,2026-04-25,2026-04,Large Family,Economy,8,-0.81
5ec4b567-0d45-4b7f-89f6-788104bc6c05,2026-04-02,2026-04,Student,Budget,27,-0.58
56fd8ebe-121b-4ffc-9a3c-2e4f83a8d2af,2026-04-06,2026-04,Couple,Financing,22,0.21
72ca74fb-3c9a-41de-8b6b-b3040a8476c6,2026-04-29,2026-04,Large Family,Right Vehicle,18,-0.77
f66fb191-dee0-4238-a387-ac0844027b83,2026-04-03,2026-04,Large Family,Economy,18,0.94
800f50cf-6be1-47c3-b3f8-07a53bb320f7,2026-04-04,2026-04,Business,Economy,26,-0.43
b083ae9a-270f-42b9-b015-e24c994b491a,2026-04-17,2026-04,Student,Economy,14,-0.96
5a56e17a-4c89-42ad-805d-7accc0037e5b,2026-04-23,2026-04,Low Income,Availability,28,0.8
b0c2825d-4d9d-40ae-be5d-56dd09bafc5f,2026-04-20,2026-04,Couple,Availability,29,0.34
5e6a7f89-6539-48ae-ac23-f4ae74c4ee57,2026-04-06,2026-04,Family,Economy,6,0.97
ca436356-1f87-4936-8759-805ec4e2134d,2026-04-08,2026-04,Student,Financing,17,0.96
37f4940e-f8f4-4f52-8234-d3d979cc76c3,2026-04-14,2026-04,Business,Right Vehicle,30,-0.52
34024fb8-6b2b-4ca6-b37d-689a6903603f,2026-04-27,2026-04,Student,Financing,8,0.43
92e3c0c0-988a-4e74-8d47-8a5eb7655518,2026-04-11,2026-04,Business,Budget,27,-0.31
bf25fb98-2cec-4238-8152-0fee4e3b34af,2026-04-23,2026-04,Student,Availability,37,0.82
18647b76-ce21-45a7-96ea-e17618adadbb,2026-04-23,2026-04,Couple,Economy,38,1.0
75118c2c-a32e-43b0-bf78-6bcfcb848f42,2026-04-22,2026-04,Student,Economy,15,-0.86
9b0e476a-6009-4732-8513-d5b8bf30ac8d,2026-04-09,2026-04,Low Income,Availability,23,-0.57
0f8af07c-d342-4558-83c7-143f01846cca,2026-04-11,2026-04,Low Income,Availability,2,0.57
0f1e849f-c2d6-4f67-ae50-09c5e99deced,2026-04-28,2026-04,Business,Budget,2,0.06
f87e0539-3f53-4807-963d-7a1735030657,2026-04-25,2026-04,Student,Availability,2,0.42
a8600ea0-b787-4b47-bae4-6092b066d409,2026-04-03,2026-04,Low Income,Right Vehicle,15,0.45
40d34fbf-0e90-4a25-aeb3-5cfe0722af72,2026-04-23,2026-04,Couple,Budget,19,-0.43
56fb0ff1-3074-4983-a7b1-83e919e9d39b,2026-04-27,2026-04,Couple,Availability,13,0.45
926604c0-a745-4812-845b-ebb732121abe,2026-04-16,2026-04,Couple,Availability,10,0.75
84be6f52-2c51-4567-bcda-1ad2d106cfc5,2026-04-23,2026-04,Business,Right Vehicle,9,-0.47
000f074d-6ea1-4589-857a-32b567249a09,2026-04-27,2026-04,Business,Financing,17,0.75
08b80b4e-ea08-4953-98da-bca1ecd292d0,2026-04-01,2026-04,Business,Economy,30,-1.0
271f25ca-852b-4ac3-9560-506908eb3258,2026-04-27,2026-04,Family,Right Vehicle,2,0.74
4cea543b-2558-4bad-8fc5-6f5f20955af4,2026-04-21,2026-04,Couple,Budget,14,0.7
ab72dbfa-1404-4ef4-a55c-f30c7de300d7,2026-04-09,2026-04,Family,Economy,35,0.28
60be562a-a085-44a5-8ca5-aee1fded6e48,2026-04-26,2026-04,Low Income,Availability,19,0.68
3b869012-c92e-43de-8263-f2b2f4377fc9,2026-04-20,2026-04,Student,Availability,6,0.84
d89ac65f-6050-461a-8f94-8b0e3989ada4,2026-04-28,2026-04,Couple,Right Vehicle,23,-0.26
6f1dbd54-4b90-4269-802b-8692a5bb1c9f,2026-04-29,2026-04,Family,Budget,36,0.57
8ce34fb2-77e1-4a55-a43c-1b8ab22e3196,2026-04-02,2026-04,Couple,Economy,20,-0.29
5c7f8a4c-ed0e-49b1-b25a-a41258edbae1,2026-04-07,2026-04,Couple,Right Vehicle,35,-0.69
81bccf38-08b2-4456-acc8-bd08ddea3cf2,2026-04-14,2026-04,Family,Availability,3,-0.57
3f4ffae8-8d84-41c2-a2da-94e2fd8a5210,2026-04-17,2026-04,Family,Availability,28,0.47
2bc98b91-48df-4675-a141-05b25a4cdf05,2026-04-02,2026-04,Business,Financing,11,0.12
2d31b3e1-0cac-4d2c-a389-bd1c1bc45cc9,2026-04-21,2026-04,Business,Budget,24,0.48
